booking_id,site,hotel_id,customer_id,package_id,package_revision_id,nights,revision_number,booked_at,arrival_on,pax,pax_adult,revenue_dkk,discount_code_id
319,da,1109,311998,35798,36522,3,1,2021.06.01 14:58,2021.06.20,2,2,788,0
325,de,4728,312003,34982,38334,2,1,2021.06.01 15:11,2021.08.24,1,1,1659,1277
331,se,4759,210940,37537,38225,2,1,2021.06.01 15:18,2021.08.08,2,2,2139,906
337,da,7270,272339,36932,37671,2,1,2021.06.01 15:26,2021.08.01,2,2,4882,561
343,no,4662,312009,36019,36019,3,1,2021.06.01 15:31,2021.07.01,2,2,2476,1031
349,da,1140,207333,37494,37698,2,1,2021.06.01 15:40,2021.08.02,4,4,4855,319
355,da,314,44302,36842,36842,3,1,2021.06.01 15:50,2021.08.24,7,7,3886,0
361,da,2681,274657,36245,36245,2,1,2021.06.01 15:54,2021.09.05,2,2,2777,561
367,da,1377,301669,36205,37300,3,1,2021.06.01 16:04,2021.06.14,2,2,1978,902
373,da,3128,7639,37922,37922,4,1,2021.06.01 16:09,2021.06.08,2,2,2096,903
379,se,4759,131785,37537,38225,2,1,2021.06.01 16:19,2021.08.08,2,2,4593,625
385,no,2921,247632,36151,36151,2,1,2021.06.01 16:29,2021.08.12,2,2,4606,915
391,da,1388,312030,36278,36278,2,1,2021.06.01 16:39,2021.06.19,4,4,3533,0
397,se,610,312035,38046,38170,3,1,2021.06.01 16:46,2021.06.09,4,4,1439,625
403,se,610,312038,37133,38172,3,1,2021.06.01 16:50,2021.06.25,2,2,1354,990
409,da,958,312039,37982,38367,3,1,2021.06.01 16:52,2021.08.02,2,2,4960,901
415,da,1474,312042,38369,38397,3,1,2021.06.01 17:01,2021.06.19,4,4,3691,0
421,de,5713,15005,38419,38419,2,1,2021.06.01 17:08,2021.08.20,2,2,2202,436
427,da,1474,209113,38369,38397,2,2,2021.06.01 17:16,2021.06.10,2,2,1841,1200
433,da,3762,312056,33954,37330,2,1,2021.06.01 17:34,2021.06.28,2,2,3509,761
439,se,6828,312061,35626,35885,2,1,2021.06.01 17:43,2021.06.30,2,2,3550,1086
445,se,846,293853,36219,38060,3,1,2021.06.01 17:59,2021.09.17,2,2,860,625
451,da,1474,312070,38369,38397,3,1,2021.06.01 18:05,2021.06.15,2,2,998,519
457,se,6828,312077,35626,35885,2,1,2021.06.01 18:20,2021.06.30,2,2,1599,625
463,da,1377,312082,36205,37300,2,1,2021.06.01 18:28,2021.06.23,2,2,3161,1103
469,da,2673,312084,37984,37984,2,1,2021.06.01 18:43,2021.06.13,2,2,2330,1103
475,da,968,312089,38082,38100,2,1,2021.06.01 18:53,2021.06.26,2,2,800,519
481,da,648,286949,37391,38414,2,1,2021.06.01 19:04,2021.06.08,2,2,4649,902
487,da,1215,312095,36307,36307,2,1,2021.06.01 19:13,2021.06.28,2,2,4283,0
493,se,1275,312098,38468,38468,4,1,2021.06.01 19:27,2021.06.13,2,2,684,1113
499,da,2621,312100,36166,37284,2,1,2021.06.01 19:34,2021.08.23,2,2,3116,1029
505,se,6205,272277,37372,38183,3,1,2021.06.01 19:45,2021.08.04,2,2,1792,0
511,se,8185,128291,37809,37809,2,1,2021.06.01 19:51,2021.06.05,2,2,1075,625
517,da,1374,312111,36259,36259,2,1,2021.06.01 19:58,2021.11.12,10,10,3405,1029
523,da,4680,293266,36876,38127,2,1,2021.06.01 20:01,2021.06.15,1,1,3937,561
529,da,915,312114,36155,36155,2,1,2021.06.01 20:09,2021.06.23,4,4,2504,1313
535,se,6346,312120,36873,38175,2,1,2021.06.01 20:19,2021.06.04,2,2,3634,1037
541,no,3768,312125,36612,36612,2,1,2021.06.01 20:24,2021.06.02,3,3,1858,1031
547,da,1474,312128,38369,38397,2,1,2021.06.01 20:28,2021.08.02,4,4,1846,519
553,da,391,312132,35577,35577,3,1,2021.06.01 20:37,2021.08.10,2,2,2731,0
559,se,1210,267018,36291,36291,2,1,2021.06.01 20:45,2021.09.06,2,2,3544,1110
565,se,1394,261265,38463,38464,3,1,2021.06.01 20:49,2021.06.09,2,2,1191,0
571,da,3070,312145,35506,37357,2,1,2021.06.01 20:53,2021.08.13,3,3,2222,0
577,se,2121,23746,37024,38421,2,1,2021.06.01 20:57,2021.08.01,4,4,2753,625
583,se,1293,270940,37026,38199,3,1,2021.06.01 20:59,2021.06.18,6,6,4651,625
589,se,1370,312155,37076,38203,5,1,2021.06.01 21:05,2021.06.12,3,2,4052,625
595,da,3802,312163,36276,37565,3,1,2021.06.01 21:16,2021.08.01,2,2,536,1103
601,se,6828,312168,35626,35885,2,1,2021.06.01 21:27,2021.06.14,2,2,1848,0
607,de,509,312173,37983,37983,3,1,2021.06.01 21:39,2021.06.19,2,2,930,0
613,de,2813,312180,36426,36426,3,1,2021.06.01 21:54,2021.06.19,2,2,1217,0
619,da,1474,312186,38369,38397,2,1,2021.06.01 22:04,2021.06.12,2,2,1008,519
625,da,1474,312190,38369,38397,2,1,2021.06.01 22:10,2021.06.08,4,4,4685,116
631,no,6729,312192,37555,38128,2,1,2021.06.01 22:28,2021.06.25,2,2,4543,492
637,no,2921,312198,36151,36151,2,1,2021.06.01 22:35,2021.06.06,2,2,1301,1030
643,se,3250,221662,36715,37848,2,1,2021.06.01 22:44,2021.06.15,2,2,4449,625
649,da,1930,312205,35151,35151,3,1,2021.06.01 23:00,2021.06.13,2,2,2117,519
655,da,1805,35129,38084,38084,2,1,2021.06.01 23:16,2021.06.09,2,2,3313,0
661,se,2773,312213,36246,38234,2,1,2021.06.01 23:56,2021.06.07,2,2,1946,625
667,da,3056,312219,35094,35094,2,1,2021.06.02 1:28,2021.06.30,2,2,2434,902
673,se,3346,312222,36708,36708,1,1,2021.06.02 7:23,2021.06.03,2,2,3294,1037
679,da,3372,158441,37157,38455,2,2,2021.06.02 8:32,2021.06.14,2,2,2845,561
685,da,3895,95082,34054,34054,2,1,2021.06.02 8:52,2021.12.12,2,2,3092,903
691,se,1275,270296,36855,36855,2,1,2021.06.02 9:04,2021.08.15,2,2,1348,625
697,da,647,312230,37388,37388,2,1,2021.06.02 9:07,2021.08.25,4,4,2848,1331
703,se,2773,166148,36246,38234,2,1,2021.06.02 9:12,2021.06.22,2,2,1817,905
709,da,1474,312237,38369,38397,3,1,2021.06.02 9:16,2021.06.20,4,4,1975,319
715,da,1031,305428,36173,38099,3,3,2021.06.02 9:25,2021.09.07,2,2,2369,1099
721,da,2673,140075,37975,37976,2,1,2021.06.02 9:35,2021.07.02,2,2,3909,0
727,da,595,13858,36137,37804,2,1,2021.06.02 9:44,2021.06.05,2,2,4070,672
733,da,4680,33431,36853,38126,2,1,2021.06.02 9:52,2021.06.08,2,2,3478,901
739,da,884,280483,35385,38134,3,1,2021.06.02 9:57,2021.06.15,2,2,757,761
745,se,1394,283831,38463,38464,2,1,2021.06.02 10:05,2021.06.12,2,2,2583,1086
751,da,1388,1407,36278,36278,5,1,2021.06.02 10:12,2021.06.10,2,2,2435,519
757,se,7424,296951,36734,38352,3,1,2021.06.02 10:19,2021.08.08,2,2,875,0
763,da,830,308280,35903,36832,2,2,2021.06.02 10:26,2021.08.16,2,2,750,902
769,da,1191,273408,38353,38362,2,1,2021.06.02 10:31,2021.06.09,2,2,4699,145
775,da,1377,187516,36205,37300,2,1,2021.06.02 10:41,2021.08.06,2,2,4498,0
781,se,4248,264972,35514,35514,3,1,2021.06.02 10:50,2021.09.07,2,2,996,905
787,da,1031,233252,36173,38099,2,1,2021.06.02 10:55,2021.06.16,2,2,4093,903
793,de,5790,312270,37887,37887,2,1,2021.06.02 11:07,2021.06.09,3,2,756,1034
799,de,1099,224572,36091,37441,2,1,2021.06.02 11:10,2021.08.28,2,2,2817,911
805,da,2334,9514,36596,36596,2,1,2021.06.02 11:27,2021.08.11,4,4,2343,0
811,da,301,3394,36117,38434,1,1,2021.06.02 11:31,2021.06.10,2,2,1507,903
817,se,2905,173897,37443,38237,2,1,2021.06.02 11:36,2021.06.06,2,2,3154,906
823,da,1688,232075,36309,36309,2,1,2021.06.02 11:40,2021.08.26,2,2,3937,1029
829,se,1070,312285,37747,38188,2,1,2021.06.02 11:44,2021.06.14,2,2,829,0
835,da,1371,254603,36482,36482,2,1,2021.06.02 11:51,2021.08.13,2,2,1486,0
841,da,3512,243590,37547,37927,2,4,2021.06.02 12:01,2021.08.27,3,2,814,672
847,da,5215,312293,37945,37945,3,1,2021.06.02 12:06,2021.10.07,4,4,4771,902
853,se,6554,134504,35628,35628,2,1,2021.06.02 12:17,2021.08.06,2,2,3124,904
859,de,3485,312297,37516,37516,2,1,2021.06.02 12:24,2021.08.09,4,4,3557,1281
865,da,7270,312301,36932,37671,2,1,2021.06.02 12:33,2021.09.14,2,2,3553,1103
871,da,1413,311498,36812,38477,3,2,2021.06.02 12:46,2021.06.21,4,4,2737,672
877,se,1571,259682,36250,38208,2,1,2021.06.02 12:49,2021.06.26,2,2,1228,720
883,se,3341,312310,35825,35825,2,1,2021.06.02 12:57,2021.09.30,4,4,1262,625
889,se,4759,312232,37537,38225,2,2,2021.06.02 13:09,2021.08.15,2,2,4720,906
895,da,2655,269125,36856,36856,2,2,2021.06.02 13:16,2021.06.09,2,2,1004,519
901,se,4759,312322,37537,38225,2,1,2021.06.02 13:27,2021.09.12,2,2,2466,0
907,se,7427,312325,36657,36657,2,1,2021.06.02 13:31,2021.06.12,2,2,3799,1114
913,da,301,59803,36117,38434,3,1,2021.06.02 13:45,2021.08.18,2,2,3227,903
919,da,2673,248430,37984,37984,2,1,2021.06.02 13:51,2021.06.04,2,2,2431,561
925,da,3495,72661,36314,36314,2,1,2021.06.02 14:00,2021.09.17,5,4,1745,319
931,da,968,126539,38082,38100,2,1,2021.06.02 14:05,2021.06.06,2,2,4321,1029
937,se,7427,312336,36657,36657,2,1,2021.06.02 14:15,2021.06.11,2,2,4516,720
943,no,1952,312338,37905,38077,2,1,2021.06.02 14:21,2021.06.06,2,2,716,0
949,da,1388,159583,36278,36278,1,1,2021.06.02 14:32,2021.06.03,2,2,4843,519
955,da,2673,50922,37984,37984,2,2,2021.06.02 14:41,2021.08.22,2,2,2774,0
961,da,2655,312349,36856,36856,2,1,2021.06.02 14:47,2021.06.03,2,2,4508,1313
967,se,8006,312352,38467,38467,2,1,2021.06.02 14:57,2021.06.05,2,2,3243,1037
973,de,1374,312353,36259,36259,2,1,2021.06.02 15:15,2021.08.29,2,2,3706,1033
979,da,3821,309822,36675,38018,3,3,2021.06.02 15:23,2021.08.11,2,2,3414,0
985,da,2673,312001,37984,37984,2,2,2021.06.02 15:31,2021.08.22,2,2,3601,561
991,no,2921,312359,36151,36151,2,1,2021.06.02 15:40,2021.08.01,4,4,3743,1030
997,da,3260,310661,35892,35985,2,3,2021.06.02 15:47,2021.06.14,2,2,4961,0
1003,da,3656,4282,36862,37316,2,5,2021.06.02 15:53,2021.06.07,2,2,3104,902
1009,se,1215,181020,36307,36307,2,1,2021.06.02 16:01,2021.08.04,2,2,1437,1037
1015,da,301,312368,36117,38434,2,1,2021.06.02 16:07,2021.06.23,4,4,1579,902
1021,da,4759,160023,37537,38225,3,2,2021.06.02 16:13,2021.06.11,2,2,4017,1313
1027,da,2673,266341,37984,38489,2,1,2021.06.02 16:20,2021.06.14,2,2,4464,519
1033,de,1200,312375,36195,36195,5,1,2021.06.02 16:26,2021.08.01,2,2,3783,626
1039,da,4420,79268,37195,37198,2,1,2021.06.02 16:32,2021.06.19,4,4,547,519
1045,da,5588,312370,36695,37932,2,1,2021.06.02 16:40,2021.06.19,3,3,1783,519
1051,de,6417,312386,35142,35142,3,1,2021.06.02 16:43,2021.06.13,3,2,2328,0
1057,da,830,312391,35903,36832,5,1,2021.06.02 16:51,2021.08.16,2,2,2602,0
1063,da,8000,312397,36540,36549,4,1,2021.06.02 17:06,2021.08.24,2,2,3185,761
1069,se,1394,312399,38463,38464,4,1,2021.06.02 17:11,2021.06.28,2,2,3407,1037
1075,se,5067,312404,37630,37630,2,1,2021.06.02 17:30,2021.08.09,4,2,4217,1113
1081,se,4599,8698,37010,37010,2,2,2021.06.02 17:41,2021.08.08,2,2,3285,0
1087,da,5974,249756,37972,37972,2,1,2021.06.02 17:48,2021.08.10,2,2,3348,902
1093,da,1930,312411,35151,38485,3,1,2021.06.02 18:05,2021.08.01,2,2,517,519
1099,de,7856,312415,37496,37496,3,1,2021.06.02 18:17,2021.08.03,2,2,2301,1132
1105,da,311,312418,36115,36115,2,1,2021.06.02 18:24,2021.08.16,2,2,3918,519
1111,da,7934,43615,37872,37872,3,1,2021.06.02 18:34,2021.08.03,2,2,1592,672
1117,da,1617,312426,36244,37541,2,1,2021.06.02 18:50,2021.06.12,3,2,4338,1029
1123,se,1571,260365,36250,38208,3,1,2021.06.02 19:05,2021.06.28,2,2,1609,891
1129,se,6514,312431,38323,38323,3,1,2021.06.02 19:14,2021.06.22,2,2,3648,1037
1135,da,648,312437,37391,38414,2,1,2021.06.02 19:25,2021.08.01,2,2,3342,1029
1141,da,1054,10200,36437,36572,2,1,2021.06.02 19:36,2021.06.21,7,6,2807,903
1147,da,3821,266570,36675,38018,2,1,2021.06.02 19:49,2021.06.20,2,2,2210,1100
1153,da,2673,54109,37984,38489,2,1,2021.06.02 20:01,2021.06.26,2,2,3767,519
1159,da,7023,311862,36277,36277,3,1,2021.06.02 20:12,2021.06.26,4,4,2636,519
1165,se,846,312452,38466,38472,2,1,2021.06.02 20:17,2021.06.04,2,2,4156,891
1171,da,1191,168259,38353,38362,2,1,2021.06.02 20:29,2021.06.20,2,2,1116,519
1177,da,5974,72674,37972,37972,3,1,2021.06.02 20:35,2021.08.10,2,2,2568,519
1183,se,8006,312465,38467,38467,2,1,2021.06.02 20:43,2021.06.19,2,2,693,1351
1189,da,1474,43615,38369,38397,4,1,2021.06.02 20:55,2021.08.06,2,2,694,672
1195,se,1072,268025,35849,38427,3,1,2021.06.02 21:03,2021.08.31,2,2,4849,625
1201,da,966,312479,38061,38431,2,1,2021.06.02 21:15,2021.08.09,2,2,1508,1313
1207,da,391,312027,35577,35577,7,1,2021.06.02 21:30,2021.06.22,4,4,2221,519
1213,da,2995,253303,35558,37354,2,1,2021.06.02 21:38,2021.08.01,2,2,1662,519
1219,da,1505,312488,36282,37780,2,1,2021.06.02 21:54,2021.06.19,4,4,3737,1029
1225,se,846,268092,38466,38472,2,1,2021.06.02 22:03,2021.06.07,2,2,3727,0
1231,da,1474,312497,38369,38397,2,1,2021.06.02 22:23,2021.06.12,2,2,1957,519
1237,de,4124,312502,37063,37063,2,1,2021.06.02 22:40,2021.06.13,2,2,1850,1034
1243,da,4637,312506,35796,38457,2,1,2021.06.02 22:50,2021.06.23,3,2,1537,0
1249,da,3029,312512,36846,36846,2,1,2021.06.02 23:24,2021.06.27,4,4,1511,58
1255,se,6514,312517,38323,38323,3,1,2021.06.03 0:20,2021.06.22,2,2,3991,0
1261,da,7730,312520,37606,37935,3,1,2021.06.03 1:15,2021.06.29,2,2,1847,519
1267,da,3762,312524,33954,37330,2,1,2021.06.03 8:02,2021.11.10,2,2,586,672
1273,da,1505,149860,36282,37780,2,1,2021.06.03 8:52,2021.08.02,4,2,4501,1331
1279,da,1031,93036,36173,38099,1,1,2021.06.03 9:10,2021.06.07,2,2,2944,901
1285,da,5438,168606,36619,37322,2,1,2021.06.03 9:27,2021.06.17,3,2,3546,1099
1291,da,492,312532,37638,37795,7,1,2021.06.03 9:41,2021.06.28,2,2,2416,0
1297,da,1474,310650,38369,38397,2,1,2021.06.03 9:49,2021.06.26,2,2,559,1029
1303,da,7520,26116,37866,37866,2,1,2021.06.03 9:55,2021.06.17,4,4,4711,561
1309,se,610,239580,38046,38170,3,1,2021.06.03 10:06,2021.08.20,2,2,571,1086
1315,da,5437,32588,38349,38484,2,1,2021.06.03 10:12,2021.06.21,2,2,3476,903
1321,da,830,160161,35903,36832,2,1,2021.06.03 10:18,2021.09.08,2,2,3207,902
1327,da,3372,68216,37157,38455,3,1,2021.06.03 10:24,2021.09.23,2,2,2380,519
1333,da,2645,312549,36550,36810,2,1,2021.06.03 10:28,2021.09.02,4,4,1323,0
1339,se,5880,220523,38057,38198,3,1,2021.06.03 10:37,2021.06.22,2,2,505,307
1345,da,3260,312559,35892,35985,2,1,2021.06.03 10:49,2021.06.28,2,2,4567,519
1351,da,1474,312561,38369,38397,2,1,2021.06.03 10:54,2021.08.02,2,2,2149,519
1357,da,7934,312564,37872,37872,2,1,2021.06.03 10:56,2021.06.12,4,4,4745,561
1363,da,2673,193051,37984,38489,2,1,2021.06.03 10:59,2021.08.24,2,2,3345,672
1369,da,357,52284,35576,35576,2,1,2021.06.03 11:04,2021.06.16,4,4,3428,902
1375,da,6363,312575,36322,36322,3,1,2021.06.03 11:10,2021.06.26,5,5,1342,47
1381,da,1505,251906,36282,37780,3,1,2021.06.03 11:25,2021.06.16,2,2,1239,0
1387,se,3472,146717,37805,38438,2,1,2021.06.03 11:31,2021.06.26,2,2,583,307
1393,de,7690,312584,35070,35340,3,1,2021.06.03 11:36,2021.08.04,2,2,788,1281
1399,se,6828,280658,35626,35885,2,1,2021.06.03 11:42,2021.09.01,2,2,3000,1086
1405,se,2125,76661,36678,37032,2,1,2021.06.03 11:48,2021.08.25,2,2,4220,906
1411,se,3250,181677,36715,37848,2,1,2021.06.03 11:53,2021.06.16,4,4,1898,625
1417,da,2673,216955,37984,38489,2,1,2021.06.03 11:57,2021.06.21,2,2,1114,903
1423,de,958,312592,37982,38367,3,1,2021.06.03 12:00,2021.06.23,4,4,2877,911
1429,se,2673,133587,30102,38487,4,2,2021.06.03 12:07,2021.06.13,2,2,1440,1343
1435,de,2464,194040,38478,38478,3,1,2021.06.03 12:13,2021.06.19,2,2,950,242
1441,da,1191,194898,38353,38362,2,1,2021.06.03 12:23,2021.08.11,2,2,1641,0
1447,da,2673,312605,37984,38489,2,1,2021.06.03 12:31,2021.06.05,2,2,3939,0
1453,da,391,312610,35577,35577,4,1,2021.06.03 12:38,2021.06.19,2,2,3629,0
1459,da,7665,71167,34895,37253,4,1,2021.06.03 12:44,2021.06.22,5,4,1672,519
1465,se,846,257032,38466,38472,3,2,2021.06.03 12:51,2021.06.08,2,2,3970,0
1471,da,5067,7834,37630,37630,3,1,2021.06.03 13:00,2021.09.13,2,2,2845,0
1477,de,2793,312623,33889,33894,2,1,2021.06.03 13:06,2021.06.06,2,2,770,1258
1483,da,1505,304187,36282,37780,2,1,2021.06.03 13:22,2021.06.29,2,2,4008,519
1489,da,4662,58911,36019,36019,4,1,2021.06.03 13:32,2021.06.19,2,2,1791,561
1495,se,8185,30335,37809,37809,3,1,2021.06.03 13:40,2021.06.19,2,2,1592,1114
1501,se,5880,185337,38057,38198,3,1,2021.06.03 13:52,2021.08.23,2,2,2817,385
1507,da,1474,312644,38369,38397,2,1,2021.06.03 13:57,2021.06.13,2,2,2260,0
1513,no,3283,312647,35456,35676,2,1,2021.06.03 14:05,2021.06.06,2,2,883,0
1519,da,3070,24430,35506,37357,2,1,2021.06.03 14:12,2021.06.05,2,2,2550,519
1525,se,6514,312653,37721,38171,2,1,2021.06.03 14:33,2021.06.19,4,4,716,1037
1531,de,2862,312656,36844,36844,2,1,2021.06.03 14:40,2021.06.31,1,1,1646,1259
1537,da,1930,312660,35151,38485,2,1,2021.06.03 14:46,2021.06.10,2,2,1595,519
1543,da,1506,269514,34221,37841,2,1,2021.06.03 15:02,2021.06.29,2,2,3950,1100
1549,da,2673,312670,37984,38489,2,1,2021.06.03 15:21,2021.08.29,3,2,2582,1029
1555,se,1457,283328,35635,35635,2,1,2021.06.03 15:32,2021.06.27,2,2,3628,1037
1561,da,1191,48958,38353,38362,2,1,2021.06.03 15:45,2021.06.26,2,2,4265,1331
1567,se,3322,225315,36179,38248,2,1,2021.06.03 15:59,2021.06.07,5,3,1758,0
1573,se,654,312684,36297,36297,2,1,2021.06.03 16:20,2021.08.20,2,2,3690,1037
1579,da,3512,312688,37547,37927,3,1,2021.06.03 16:33,2021.06.08,2,2,824,1029
1585,da,7890,310796,36415,36427,3,1,2021.06.03 16:44,2021.06.04,2,2,1722,561
1591,da,4637,61692,38418,38456,2,1,2021.06.03 16:52,2021.06.26,2,2,4449,0
1597,da,1474,312697,38369,38397,2,1,2021.06.03 16:58,2021.06.05,2,2,1160,519
1603,se,949,312699,36150,38184,2,1,2021.06.03 17:16,2021.08.16,4,4,2688,625
1609,se,5745,204699,37498,37498,3,1,2021.06.03 17:27,2021.09.06,2,2,3052,0
1615,se,2773,205254,36249,38235,2,1,2021.06.03 17:39,2021.08.14,2,2,1256,1037
1621,da,3078,146825,35820,38391,5,1,2021.06.03 17:50,2021.06.21,2,2,1398,519
1627,da,7890,312713,36415,36427,3,1,2021.06.03 17:56,2021.08.08,2,2,1128,561
1633,se,4893,184522,38435,38435,3,1,2021.06.03 18:16,2021.06.19,2,2,1971,625
1639,de,499,312722,37845,37845,4,1,2021.06.03 18:27,2021.06.06,2,2,3565,1034
1645,de,1390,312726,35464,35464,2,1,2021.06.03 18:53,2021.06.16,2,2,673,1277
1651,se,610,153951,37133,38172,4,1,2021.06.03 19:08,2021.06.29,2,2,1170,0
1657,da,915,312738,36155,36155,2,1,2021.06.03 19:28,2021.06.19,2,2,2884,561
1663,se,1370,312743,37076,38203,3,1,2021.06.03 19:58,2021.06.12,2,2,3381,1037
1669,no,893,13759,36172,38080,3,1,2021.06.03 20:18,2021.06.19,2,2,1058,915
1675,da,2995,218232,35558,37354,3,1,2021.06.03 20:31,2021.06.08,2,2,4307,902
1681,se,2528,312757,35653,38232,2,1,2021.06.03 20:40,2021.09.25,4,4,3478,1113
1687,da,595,227008,36137,37804,2,1,2021.06.03 20:59,2021.06.06,2,2,3464,1103
1693,da,995,187861,36601,36601,2,1,2021.06.03 21:05,2021.08.11,4,4,3012,0
1699,de,7690,282945,35070,35340,3,1,2021.06.03 21:33,2021.08.15,2,2,2444,911
1705,da,492,312772,35003,35369,4,1,2021.06.03 21:51,2021.06.18,5,4,3174,116
1711,da,1124,51121,38071,38071,4,1,2021.06.03 22:10,2021.06.20,4,4,4103,903
1717,da,958,312780,37982,38367,3,1,2021.06.03 22:25,2021.06.25,4,4,1093,1029
1723,no,7672,312784,37774,37774,3,1,2021.06.03 22:37,2021.06.13,2,2,1100,914
1729,da,1822,48790,36556,37222,3,1,2021.06.03 23:09,2021.08.02,2,2,1563,0
1735,da,5880,192574,38057,38198,3,1,2021.06.03 23:51,2021.06.12,4,4,724,116
1741,se,6021,312793,38347,38347,2,1,2021.06.04 5:36,2021.06.07,2,2,3886,1037
1747,se,6514,312795,37585,38169,2,1,2021.06.04 8:40,2021.08.14,2,2,3518,1037
