booking_id,site,hotel_id,customer_id,package_id,package_revision_id,nights,revision_number,booked_at,arrival_on,pax,pax_adult,revenue_dkk,discount_code_id
291,da,527,9994,36066,37860,4,1,2021.08.25 17:37,2021.09.21,2,2,2776,0
296,da,6648,320102,35028,37231,2,1,2021.08.25 17:45,2021.08.29,2,2,1050,561
301,da,4728,320104,34982,38334,3,1,2021.08.25 17:59,2021.09.22,2,2,2777,519
306,da,4067,69101,38010,38645,2,1,2021.08.25 18:09,2021.08.27,2,2,2457,519
311,da,648,294062,37391,38679,2,1,2021.08.25 18:23,2021.08.29,2,2,1050,1029
316,se,2150,180700,38430,38430,2,1,2021.08.25 18:28,2021.09.09,2,2,634,625
321,da,5588,320120,38635,38635,2,1,2021.08.25 18:59,2021.08.28,2,2,830,519
326,de,5164,293006,36677,36677,2,1,2021.08.25 19:10,2021.09.22,2,2,1593,910
331,se,6587,258582,37380,37380,2,1,2021.08.25 19:24,2021.09.10,2,2,4479,904
336,da,1374,320130,36259,36259,2,1,2021.08.25 19:33,2021.11.26,4,4,4265,1029
341,da,3588,320132,37668,37668,2,1,2021.08.25 19:46,2021.08.29,2,2,3025,0
346,da,3070,320132,35506,37357,2,1,2021.08.25 19:50,2021.08.27,2,2,3924,0
351,da,4050,96841,36878,36878,2,1,2021.08.25 19:55,2021.08.26,2,2,1668,0
356,de,4728,320145,34982,38334,2,1,2021.08.25 20:06,2021.09.13,2,2,2127,1033
361,da,1377,200137,36205,37300,3,1,2021.08.25 20:18,2021.09.23,2,2,587,561
366,da,1191,50315,38353,38628,2,1,2021.08.25 20:27,2021.09.13,2,2,2551,561
371,se,846,84550,36219,38060,2,1,2021.08.25 20:29,2021.08.30,6,6,991,1037
376,da,4420,16436,37195,37198,2,1,2021.08.25 20:42,2021.09.01,2,2,1246,902
381,da,5594,265314,37175,37175,2,1,2021.08.25 20:50,2021.08.30,2,2,4431,519
386,da,1031,143108,36173,38099,3,1,2021.08.25 20:57,2021.10.07,2,2,817,901
391,da,1505,3189,36282,37780,2,1,2021.08.25 21:05,2021.11.05,1,1,2343,902
396,da,7662,126101,34992,37280,2,1,2021.08.25 21:10,2021.09.09,2,2,2594,561
401,da,1505,316090,36282,37780,2,1,2021.08.25 21:13,2021.11.05,2,2,3525,1029
406,da,2914,51087,38016,38044,2,1,2021.08.25 21:23,2021.09.04,2,2,4753,519
411,se,946,229070,36152,38177,2,1,2021.08.25 21:41,2021.09.01,2,2,774,625
416,se,8121,149923,37651,38162,2,1,2021.08.25 21:47,2021.09.16,2,2,1506,0
421,da,1374,298569,36259,36259,2,1,2021.08.25 22:05,2021.12.10,4,2,3120,519
426,se,4633,320179,35791,36175,2,1,2021.08.25 22:24,2021.09.10,2,2,2824,625
431,da,1072,320185,36704,38499,2,1,2021.08.25 22:52,2021.09.02,2,2,1165,561
436,da,4420,320189,37195,37198,2,1,2021.08.25 23:07,2021.08.28,2,2,2022,519
441,da,7516,320195,35263,37987,2,1,2021.08.26 6:33,2021.09.18,2,2,680,1313
446,da,1505,320199,36282,37780,2,1,2021.08.26 7:49,2021.09.03,3,2,4811,0
451,da,1191,116289,38353,38628,2,1,2021.08.26 8:50,2021.08.30,5,5,4930,519
456,da,3260,314970,35892,35985,2,3,2021.08.26 9:07,2021.08.27,2,2,2269,519
461,de,4221,254959,36605,36605,3,1,2021.08.26 9:11,2021.09.04,4,4,2165,910
466,da,301,320208,36117,38569,2,1,2021.08.26 9:18,2021.08.27,2,2,2063,1099
471,da,505,314357,36029,36609,3,3,2021.08.26 9:21,2021.09.03,2,2,3678,0
476,de,7844,320213,38359,38359,2,1,2021.08.26 9:25,2021.09.03,2,2,1823,1034
481,da,3762,178992,33954,37330,2,1,2021.08.26 9:39,2021.09.18,2,2,946,672
486,da,4148,318326,35297,38733,2,2,2021.08.26 9:49,2021.11.19,2,2,3681,87
491,de,658,320227,38027,38027,5,1,2021.08.26 9:57,2021.10.03,2,2,1123,1354
496,no,6101,320232,36035,36035,3,1,2021.08.26 10:04,2021.09.23,2,2,4223,0
501,de,509,56776,37983,37983,3,1,2021.08.26 10:09,2021.09.16,2,2,738,242
506,de,4215,320236,36326,36326,2,1,2021.08.26 10:13,2021.09.24,2,2,1987,1277
511,da,8048,320237,36808,36808,2,1,2021.08.26 10:17,2021.09.03,6,6,1558,116
516,da,1388,244897,36278,36278,2,1,2021.08.26 10:23,2021.09.23,2,2,4921,133
521,da,4148,187452,35297,38733,3,1,2021.08.26 10:28,2021.09.07,2,2,3582,903
526,se,505,211915,38721,38721,2,1,2021.08.26 10:33,2021.09.15,2,2,3854,905
531,da,3569,320245,35332,37249,2,1,2021.08.26 10:36,2021.08.27,4,4,4799,561
536,de,5952,271695,32644,32644,3,1,2021.08.26 10:44,2021.08.30,2,2,4742,1033
541,da,1620,318960,35887,35887,4,2,2021.08.26 10:49,2021.09.17,2,2,2411,1029
546,da,1222,244462,33874,35927,2,2,2021.08.26 11:03,2021.09.09,2,2,3201,519
551,da,301,157888,36117,38569,2,1,2021.08.26 11:06,2021.08.29,2,2,4912,0
556,de,3776,319914,37430,37430,2,2,2021.08.26 11:10,2021.09.20,2,2,1362,1258
561,da,1191,320258,38353,38628,2,1,2021.08.26 11:13,2021.08.29,2,2,2652,116
566,da,3968,239915,36620,36620,3,1,2021.08.26 11:23,2021.09.14,2,2,1177,319
571,no,7763,320265,35868,35868,2,1,2021.08.26 11:30,2021.08.30,4,4,591,0
576,de,7690,320266,35070,35340,2,1,2021.08.26 11:34,2021.09.01,2,2,3539,910
581,se,6514,210249,37721,38171,2,1,2021.08.26 11:41,2021.09.10,2,2,907,0
586,da,1717,157092,36025,37880,3,1,2021.08.26 11:44,2021.08.31,2,2,1801,901
591,da,1191,320274,38353,38628,2,1,2021.08.26 11:52,2021.08.29,2,2,532,519
596,da,648,320276,37391,38679,2,1,2021.08.26 11:57,2021.08.29,2,2,791,519
601,da,301,320230,36117,38569,1,3,2021.08.26 12:01,2021.08.29,7,4,1384,0
606,no,5943,225430,36611,38194,2,1,2021.08.26 12:13,2021.09.13,2,2,2107,1030
611,da,311,265036,36115,36115,2,1,2021.08.26 12:16,2021.09.19,2,2,4348,519
616,da,1718,11430,36854,38678,2,1,2021.08.26 12:21,2021.10.08,4,4,1981,561
621,se,3950,320295,35788,38270,2,1,2021.08.26 12:31,2021.09.04,2,2,1188,1086
626,se,1303,256146,37382,37382,2,1,2021.08.26 12:34,2021.08.27,2,2,650,0
631,de,658,320298,38027,38027,2,1,2021.08.26 12:40,2021.10.03,3,3,1829,815
636,se,846,80938,36219,38060,3,1,2021.08.26 12:43,2021.12.23,1,1,860,0
641,da,4560,316497,37902,38665,3,2,2021.08.26 12:46,2021.08.28,2,2,1403,0
646,se,4560,264575,37902,38665,3,1,2021.08.26 12:51,2021.08.30,2,2,3792,1037
651,de,7683,320309,35460,35460,5,1,2021.08.26 12:57,2021.09.17,5,5,4989,436
656,da,1474,320312,38369,38541,3,1,2021.08.26 13:02,2021.09.08,2,2,3429,519
661,da,1170,14241,36099,37437,3,2,2021.08.26 13:08,2021.12.05,4,4,504,672
666,da,884,203415,35385,38134,2,1,2021.08.26 13:21,2021.09.10,3,3,3051,902
671,da,969,320318,37994,37994,2,1,2021.08.26 13:26,2021.08.27,2,2,3362,519
676,se,6021,274990,38347,38347,2,1,2021.08.26 13:30,2021.09.03,2,2,4342,1037
681,de,6055,320325,37370,37370,2,1,2021.08.26 13:41,2021.10.22,2,2,2486,1239
686,da,969,320047,37994,37994,2,1,2021.08.26 13:47,2021.08.27,2,2,4868,561
691,se,4452,243654,35750,38245,2,1,2021.08.26 13:51,2021.09.13,2,2,2762,1037
696,da,645,125972,37390,37390,2,1,2021.08.26 13:55,2021.09.04,2,2,2286,519
701,de,4728,320282,34982,38334,3,1,2021.08.26 14:05,2021.09.23,2,2,4464,1034
706,da,5582,218855,38526,38526,2,1,2021.08.26 14:09,2021.09.09,2,2,2419,519
711,da,6511,2381,35645,36849,3,1,2021.08.26 14:14,2021.09.06,2,2,979,903
716,da,314,61882,36842,38604,2,1,2021.08.26 14:21,2021.09.03,2,2,2326,903
721,se,6664,80938,38533,38536,3,1,2021.08.26 14:32,2021.12.29,1,1,3507,0
726,da,3070,320346,36729,37356,2,1,2021.08.26 14:36,2021.08.27,2,2,2967,519
731,se,6828,320348,35626,35885,2,1,2021.08.26 14:38,2021.09.05,2,2,2222,1086
736,se,846,320354,38713,38713,2,1,2021.08.26 14:48,2021.09.01,4,2,3270,1114
741,da,5713,320356,38701,38701,2,1,2021.08.26 14:55,2021.09.01,2,2,3524,519
746,da,3226,37546,36332,37924,2,1,2021.08.26 15:01,2021.10.07,6,6,4279,901
751,da,969,319577,37994,37994,2,2,2021.08.26 15:05,2021.08.27,2,2,1985,0
756,da,7333,69143,37365,37386,2,1,2021.08.26 15:22,2021.09.06,2,2,4503,561
761,se,5717,320366,38417,38417,2,1,2021.08.26 15:26,2021.09.03,7,7,4907,0
766,da,2681,33100,36245,36245,2,1,2021.08.26 15:31,2021.09.05,2,2,3831,901
771,no,4148,19080,35297,38733,2,1,2021.08.26 15:39,2021.09.13,2,2,1845,0
776,da,301,104494,38712,38712,2,3,2021.08.26 15:44,2021.09.09,2,2,2857,319
781,da,1460,840,35424,35424,6,2,2021.08.26 15:55,2021.09.02,2,2,3875,672
786,da,4854,320376,38480,38480,3,1,2021.08.26 16:01,2021.09.06,2,2,3250,0
791,de,7844,320378,38359,38359,2,1,2021.08.26 16:08,2021.09.06,2,2,4469,1258
796,se,2125,210940,36765,37033,2,1,2021.08.26 16:12,2021.10.11,2,2,3788,904
801,da,3802,217500,36276,37565,2,1,2021.08.26 16:14,2021.09.19,2,2,835,0
806,se,6346,320384,36873,38175,2,1,2021.08.26 16:17,2021.09.08,2,2,1631,720
811,da,969,187000,37994,37994,2,1,2021.08.26 16:24,2021.08.27,2,2,3364,519
816,no,610,259867,37133,38172,2,1,2021.08.26 16:35,2021.08.29,2,2,2441,0
821,da,1374,228922,37641,37767,2,1,2021.08.26 16:44,2021.09.22,2,2,4125,561
826,no,3768,320395,36612,38572,2,1,2021.08.26 16:51,2021.09.06,3,3,4649,1121
831,da,969,282819,37994,37994,2,1,2021.08.26 16:56,2021.09.04,2,2,1963,1313
836,da,5215,170496,37945,37945,2,1,2021.08.26 17:03,2021.09.11,2,2,3216,561
841,da,893,320403,36172,38080,1,1,2021.08.26 17:10,2021.09.23,2,2,1055,561
846,de,4728,262811,34982,38334,4,1,2021.08.26 17:15,2021.08.30,2,2,1511,0
851,se,1293,320413,37026,38199,3,1,2021.08.26 17:33,2021.09.20,2,2,4664,0
856,da,5582,160599,38708,38708,2,1,2021.08.26 17:39,2021.09.02,2,2,3520,1029
861,no,3768,179804,36612,38572,2,1,2021.08.26 17:51,2021.09.16,2,2,1027,1031
866,da,650,107627,37656,38497,2,1,2021.08.26 18:00,2021.08.27,2,2,548,0
871,se,846,320422,38713,38713,2,1,2021.08.26 18:04,2021.09.01,2,2,4018,1037
876,se,6761,320426,35335,38481,2,1,2021.08.26 18:15,2021.09.16,2,2,2926,625
881,se,949,320430,36150,38184,2,1,2021.08.26 18:32,2021.08.27,3,2,3216,1086
886,se,6828,54530,35626,35885,2,1,2021.08.26 18:42,2021.08.27,4,4,4558,904
891,de,6864,320438,36857,36857,2,1,2021.08.26 18:51,2021.09.08,2,2,567,1034
896,da,1253,78836,35918,35918,2,1,2021.08.26 19:00,2021.09.04,2,2,619,1331
901,da,2771,320443,38611,38617,3,1,2021.08.26 19:14,2021.09.06,2,2,4185,561
906,da,6455,133059,37020,38173,2,1,2021.08.26 19:24,2021.09.14,3,3,2380,519
911,de,7690,320449,35070,35340,2,1,2021.08.26 19:38,2021.09.11,2,2,3839,0
916,se,5880,320453,35648,38195,2,1,2021.08.26 19:47,2021.09.16,2,2,4297,905
921,da,8026,7546,37958,37958,3,1,2021.08.26 19:59,2021.09.26,2,2,3132,902
926,de,2793,320462,33889,38597,3,1,2021.08.26 20:08,2021.09.20,2,2,1054,1034
931,no,3283,247327,35456,35676,3,1,2021.08.26 20:18,2021.09.10,2,2,3383,1031
936,da,304,147823,38554,38680,2,1,2021.08.26 20:29,2021.09.15,2,2,3091,761
941,da,1191,208138,38353,38628,2,1,2021.08.26 20:45,2021.09.03,2,2,3916,901
946,se,3961,50559,36787,38257,2,1,2021.08.26 20:58,2021.09.13,2,2,2480,0
951,se,6566,296868,38090,38167,3,1,2021.08.26 21:09,2021.09.20,2,2,2474,904
956,se,2125,191417,36678,37032,2,1,2021.08.26 21:14,2021.09.02,1,1,4241,891
961,da,610,320481,37133,38172,4,1,2021.08.26 21:19,2021.09.02,2,2,3926,0
966,se,3279,320484,37023,38244,2,1,2021.08.26 21:33,2021.09.04,2,2,4734,625
971,se,2125,216035,36678,37032,2,1,2021.08.26 21:56,2021.09.02,2,2,2498,891
976,no,4243,320490,35654,38396,3,1,2021.08.26 22:03,2021.08.27,2,2,1686,1031
981,da,2194,260466,35507,38705,2,1,2021.08.26 22:13,2021.09.06,2,2,3290,519
986,no,7473,269057,38563,38563,2,1,2021.08.26 22:21,2021.09.02,2,2,4278,1031
991,da,1688,247583,36309,36309,2,2,2021.08.26 22:46,2021.09.19,2,2,3610,0
996,de,7829,320261,36456,36456,6,2,2021.08.26 23:27,2021.09.05,2,2,1024,436
1001,no,1617,320503,38559,38559,3,1,2021.08.27 1:58,2021.08.28,2,2,3570,1030
1006,da,3854,54263,36279,38684,2,1,2021.08.27 8:17,2021.09.01,3,3,2736,519
1011,da,5866,12039,35870,35870,4,1,2021.08.27 8:46,2021.12.02,2,2,2984,901
1016,da,1222,32927,33874,35927,3,1,2021.08.27 9:02,2021.09.08,2,2,3633,561
1021,no,6729,251147,37555,38128,2,2,2021.08.27 9:08,2021.09.03,4,4,2153,1031
1026,se,3440,320518,37416,37417,3,1,2021.08.27 9:17,2021.08.29,2,2,2760,625
1031,de,2464,320523,38478,38478,2,1,2021.08.27 9:28,2021.08.31,2,2,967,1239
1036,da,7516,320123,35263,37987,3,2,2021.08.27 9:40,2021.09.04,2,2,4740,1313
1041,de,357,193936,38736,38736,3,1,2021.08.27 9:46,2021.09.05,2,2,2883,1258
1046,da,3569,42706,35332,37249,2,1,2021.08.27 9:49,2021.08.29,2,2,3392,902
1051,da,1293,320534,37026,38199,2,1,2021.08.27 9:57,2021.08.29,4,2,2364,58
1056,no,6730,320537,36340,36340,2,1,2021.08.27 10:00,2021.09.14,2,2,3247,498
1061,se,3472,62980,37805,38438,2,1,2021.08.27 10:05,2021.09.13,6,6,3432,0
1066,se,5880,43427,38671,38671,3,1,2021.08.27 10:10,2021.09.03,4,4,514,625
1071,da,311,44220,36115,36115,2,1,2021.08.27 10:20,2021.09.03,2,2,977,1313
1076,no,2771,320546,36775,38618,2,1,2021.08.27 10:25,2021.09.12,2,2,966,0
1081,se,1394,320351,38696,38696,3,2,2021.08.27 10:30,2021.09.17,2,2,2964,905
1086,da,884,293098,35385,38134,2,2,2021.08.27 10:34,2021.09.20,4,4,1354,1245
1091,da,2995,293098,35558,37354,2,2,2021.08.27 10:38,2021.09.16,4,4,943,1245
1096,da,3590,183529,35115,37711,2,1,2021.08.27 10:45,2021.09.29,3,3,1925,561
1101,de,5111,320559,36320,36320,4,1,2021.08.27 10:55,2021.09.03,2,2,3208,1354
1106,se,1394,320561,36816,36816,2,1,2021.08.27 11:01,2021.09.09,2,2,590,720
1111,da,4420,320563,37195,37198,2,1,2021.08.27 11:07,2021.09.02,2,2,4818,561
1116,da,952,320565,33784,38557,5,1,2021.08.27 11:14,2021.09.06,2,2,845,1029
1121,se,2127,268830,35958,38222,2,1,2021.08.27 11:18,2021.09.13,4,4,1071,307
1126,da,884,320572,35385,38134,2,1,2021.08.27 11:27,2021.09.24,6,6,2904,0
1131,de,1071,23030,38356,38356,3,1,2021.08.27 11:34,2021.09.26,2,2,935,626
1136,se,5747,248026,35808,35808,2,1,2021.08.27 11:42,2021.09.13,4,4,3251,905
1141,se,7516,320579,35263,37987,2,1,2021.08.27 11:56,2021.09.27,2,2,1936,0
1146,de,3776,270097,37430,37430,2,1,2021.08.27 12:05,2021.10.03,2,2,4613,0
1151,da,505,305329,36029,36609,2,3,2021.08.27 12:12,2021.08.29,5,4,4928,519
1156,se,2125,241470,38672,38700,3,3,2021.08.27 12:18,2021.09.15,2,2,948,891
1161,da,5582,221752,38526,38526,2,1,2021.08.27 12:29,2021.09.16,4,4,3740,561
1166,de,6140,304596,37468,37468,5,1,2021.08.27 12:35,2021.09.22,2,2,4020,626
1171,no,2921,309303,36151,36151,2,2,2021.08.27 12:40,2021.09.12,2,2,1321,0
1176,no,1617,320591,38559,38559,2,1,2021.08.27 12:45,2021.09.27,2,2,2796,914
1181,se,4016,67172,37419,37765,3,1,2021.08.27 12:53,2021.09.14,4,4,1775,891
1186,se,1232,281727,38667,38667,2,1,2021.08.27 13:04,2021.09.04,2,2,2300,891
1191,da,3894,246248,34064,38404,2,1,2021.08.27 13:14,2021.08.30,2,2,1016,519
1196,de,1042,320600,35175,35175,3,1,2021.08.27 13:20,2021.09.05,1,1,2026,0
1201,se,645,168192,37390,37390,2,1,2021.08.27 13:25,2021.09.13,4,4,3265,0
1206,da,884,194466,35385,38134,2,1,2021.08.27 13:31,2021.08.30,2,2,1525,0
1211,da,3854,11554,36279,38684,2,1,2021.08.27 13:49,2021.09.20,6,6,3563,519
1216,se,4893,320611,38692,38692,3,1,2021.08.27 13:56,2021.09.16,2,2,1663,1086
1221,no,1675,278201,38568,38568,3,1,2021.08.27 14:02,2021.09.04,2,2,1265,1030
1226,se,610,320614,38046,38170,3,1,2021.08.27 14:08,2021.09.26,2,2,3503,1086
1231,se,4016,309076,37419,37765,2,3,2021.08.27 14:18,2021.08.29,4,4,4424,1037
1236,se,3636,320619,38720,38720,2,1,2021.08.27 14:21,2021.09.02,4,4,742,1113
1241,da,4637,320622,35796,38457,2,1,2021.08.27 14:28,2021.09.10,2,2,1073,0
1246,no,1952,191967,37905,38077,2,1,2021.08.27 14:41,2021.09.03,5,4,4272,915
1251,da,5788,96953,25296,25296,2,1,2021.08.27 14:44,2021.09.09,3,3,3648,903
1256,da,4101,62207,38728,38728,2,1,2021.08.27 14:49,2021.09.25,2,2,3371,519
1261,de,4221,320285,36605,36605,3,2,2021.08.27 15:00,2021.09.13,2,2,3318,0
1266,se,2127,320632,35958,38222,2,1,2021.08.27 15:11,2021.09.16,2,2,4436,625
1271,da,846,139162,36219,38060,3,2,2021.08.27 15:17,2021.09.26,2,2,895,0
1276,da,7516,272384,35263,37987,2,1,2021.08.27 15:21,2021.08.30,2,2,1632,519
1281,da,5588,246760,38635,38635,2,1,2021.08.27 15:28,2021.09.04,20,20,1531,0
1286,de,3776,320610,37430,37430,3,2,2021.08.27 15:46,2021.11.08,1,1,628,1259
1291,se,6483,13856,37859,38519,2,2,2021.08.27 15:50,2021.09.18,3,3,4560,1086
1296,se,3950,151735,38043,38262,3,1,2021.08.27 15:57,2021.09.13,4,4,3604,1086
1301,da,311,229288,36115,36115,2,1,2021.08.27 16:07,2021.09.17,4,4,4053,519
1306,da,2680,320650,36342,38491,2,1,2021.08.27 16:22,2021.10.04,4,4,505,519
1311,da,2645,48444,36550,38646,2,1,2021.08.27 16:26,2021.09.21,2,2,4487,561
1316,se,3636,276649,38720,38720,3,1,2021.08.27 16:34,2021.09.15,2,2,2604,0
1321,da,1071,320658,38356,38356,2,1,2021.08.27 16:40,2021.08.29,2,2,2647,0
1326,de,658,320662,38027,38027,3,1,2021.08.27 16:43,2021.10.05,2,2,881,1258
1331,da,1072,207367,36704,38499,3,1,2021.08.27 16:50,2021.11.21,2,2,992,672
1336,da,1031,26472,36173,38099,2,1,2021.08.27 16:58,2021.09.09,4,4,538,901
1341,da,301,3807,36117,38569,2,1,2021.08.27 17:00,2021.08.29,4,2,754,561
1346,da,2645,64226,36550,38646,2,1,2021.08.27 17:10,2021.09.12,4,4,4820,561
1351,da,1718,320675,36854,38678,3,1,2021.08.27 17:15,2021.09.30,2,2,1862,519
1356,da,2697,40510,36225,36225,2,1,2021.08.27 17:35,2021.09.02,2,2,4920,1331
1361,da,1506,47034,34221,37841,2,1,2021.08.27 17:41,2021.08.30,4,4,4889,561
1366,no,7473,320684,38563,38563,2,1,2021.08.27 17:47,2021.08.28,2,2,1379,0
1371,da,304,320686,38554,38680,2,1,2021.08.27 17:52,2021.09.08,2,2,3481,1331
1376,de,6351,320689,38639,38639,5,1,2021.08.27 17:57,2021.08.31,2,2,1490,436
1381,da,1256,70959,34866,34869,3,1,2021.08.27 18:10,2021.09.03,2,2,4161,561
1386,da,6511,320695,35645,36849,3,1,2021.08.27 18:20,2021.09.16,3,3,1454,1029
1391,da,2697,207984,36225,36225,1,1,2021.08.27 18:32,2021.10.06,2,2,1097,1313
1396,da,1506,148978,34221,37841,2,1,2021.08.27 18:48,2021.09.23,2,2,3850,561
1401,se,6306,320702,35805,35805,2,1,2021.08.27 18:58,2021.09.25,2,2,4057,1114
1406,da,505,320705,36029,36609,2,1,2021.08.27 19:06,2021.09.17,2,2,3672,672
1411,da,1171,320709,38737,38737,3,1,2021.08.27 19:23,2021.09.16,2,2,2484,561
1416,da,1026,271773,36754,36754,3,1,2021.08.27 19:27,2021.08.30,2,2,1603,0
1421,se,5943,265230,36611,38194,2,1,2021.08.27 19:39,2021.09.20,2,2,2457,625
1426,se,4893,320716,35783,38422,3,1,2021.08.27 19:50,2021.09.07,2,2,1893,1086
1431,da,5582,243472,38708,38756,2,1,2021.08.27 19:59,2021.09.03,2,2,4759,519
1436,da,7934,50523,38660,38660,3,1,2021.08.27 20:08,2021.09.01,2,2,2032,1099
1441,no,1617,320726,38559,38559,2,1,2021.08.27 20:15,2021.09.01,2,2,958,1030
1446,da,4420,154894,37195,37198,2,1,2021.08.27 20:24,2021.09.10,2,2,884,901
1451,da,648,270291,37391,38679,2,1,2021.08.27 20:31,2021.09.10,2,2,4685,519
1456,da,1835,320731,35680,35680,2,1,2021.08.27 20:33,2021.09.10,2,2,2058,519
1461,da,846,320739,38058,38058,3,1,2021.08.27 20:44,2021.09.10,2,2,754,116
