site,hotel_id,customer_id,package_id,package_revision_id,nights,revision_number,booked_at,arrival_on,pax,pax_adult,revenue_dkk,discount_code_id
se,6566,313356,38090,38167,3,1,2021.08.05 12:12,2021.08.12,2,2,1829,385
no,3874,273329,36717,36717,2,1,2021.08.05 12:13,2021.08.19,4,4,2692,0
se,846,313357,38058,38058,2,1,2021.08.05 12:14,2021.08.02,2,2,4277,891
da,3435,59896,36194,37844,4,3,2021.08.05 12:15,2021.08.12,3,2,3816,672
de,3353,313358,35399,35399,2,1,2021.08.05 12:15,2021.08.23,2,2,2026,0
da,505,59047,36029,36609,2,3,2021.08.05 12:16,2021.09.03,11,11,2616,145
da,2463,49757,36458,37717,3,1,2021.08.05 12:16,2021.08.08,3,3,2528,561
da,8191,24450,37977,37977,5,1,2021.08.05 12:16,2021.08.16,2,2,2190,1029
se,6828,313359,35626,35885,2,1,2021.08.05 12:16,2021.08.11,2,2,1463,1086
da,492,310075,37638,37795,5,1,2021.08.05 12:19,2021.08.04,2,2,1982,1331
se,8304,296543,37680,37680,2,1,2021.08.05 12:19,2021.08.21,2,2,2583,0
da,3514,246105,34091,34091,2,1,2021.08.05 12:19,2021.10.11,15,15,4974,1029
de,499,313023,37845,37845,2,2,2021.08.05 12:20,2021.08.09,2,2,2323,1034
da,4067,44772,38010,38011,2,1,2021.08.05 12:22,2021.08.23,2,2,3907,902
da,647,154454,37388,37388,2,1,2021.08.05 12:22,2021.08.19,3,2,1055,1345
de,7690,313337,35070,35340,2,2,2021.08.05 12:25,2021.08.02,2,2,2888,1281
da,1930,313284,35151,38485,2,2,2021.08.05 12:26,2021.08.19,2,2,1959,370
da,1474,313362,38369,38397,2,1,2021.08.05 12:27,2021.08.25,2,2,1305,0
se,4307,273109,37889,38252,2,1,2021.08.05 12:27,2021.08.23,2,2,1773,625
da,4124,313363,37063,37063,2,1,2021.08.05 12:28,2021.08.20,2,2,2138,519
da,311,79003,36115,36115,2,2,2021.08.05 12:28,2021.08.08,2,2,4429,0
se,846,313364,38466,38472,2,1,2021.08.05 12:28,2021.08.07,2,2,3416,891
de,509,313365,35830,38328,5,1,2021.08.05 12:32,2021.08.16,6,4,1715,1033
se,2127,225570,35958,38222,2,2,2021.08.05 12:33,2021.08.13,2,2,1793,0
se,2773,313366,36246,38234,2,1,2021.08.05 12:33,2021.08.11,4,4,2839,0
da,428,4905,38398,38402,2,1,2021.08.05 12:38,2021.08.08,5,4,4837,901
da,3590,313368,37532,37714,2,1,2021.08.05 12:39,2021.08.17,3,3,1057,0
da,893,54702,36172,38080,2,1,2021.08.05 12:42,2021.08.21,2,2,1502,1099
da,527,311489,36066,37860,5,3,2021.08.05 12:43,2021.08.28,2,2,4463,561
se,2125,271867,36678,37032,2,1,2021.08.05 12:43,2021.08.23,2,2,3512,891
da,2464,313183,38478,38478,2,2,2021.08.05 12:44,2021.08.19,2,2,2893,519
se,4893,313369,38435,38435,3,1,2021.08.05 12:44,2021.08.24,2,2,4125,905
se,8292,50026,38040,38164,2,1,2021.08.05 12:44,2021.08.12,2,2,2487,905
no,1617,313342,36244,37541,2,2,2021.08.05 12:47,2021.08.09,5,5,999,1030
da,7665,83193,34895,37253,2,1,2021.08.05 12:47,2021.08.12,2,2,1701,561
da,3802,6473,36276,37565,3,1,2021.08.05 12:50,2021.08.23,4,4,3500,561
se,6948,306950,36569,38152,2,2,2021.08.05 12:50,2021.08.03,2,2,1377,1037
se,6471,307453,36089,37943,3,2,2021.08.05 12:53,2021.08.07,2,2,3700,625
de,6053,313370,37410,37465,2,1,2021.08.05 12:53,2021.08.22,2,2,827,1034
da,7516,313372,35263,37987,3,1,2021.08.05 12:55,2021.08.06,2,2,5000,519
da,7511,313373,34287,37304,3,1,2021.08.05 12:55,2021.08.16,5,2,3449,116
se,1571,198110,36250,38208,3,1,2021.08.05 12:57,2021.08.28,2,2,2809,625
da,1674,175883,36021,36021,3,2,2021.08.05 12:58,2021.08.03,2,2,1079,561
se,6977,223929,38470,38470,3,2,2021.08.05 13:02,2021.08.28,2,2,4014,905
no,3283,250380,35456,35676,3,1,2021.08.05 13:04,2021.08.05,2,2,1039,1031
da,1474,293662,38401,38401,2,1,2021.08.05 13:05,2021.08.29,2,2,4616,1029
se,5151,218135,37381,37381,2,1,2021.08.05 13:06,2021.08.05,2,2,3657,0
da,1388,169237,36278,36278,3,1,2021.08.05 13:06,2021.08.06,3,3,4749,0
se,7426,311022,35780,38166,2,1,2021.08.05 13:08,2021.08.27,3,2,2270,0
da,1474,313375,38369,38397,2,1,2021.08.05 13:10,2021.08.05,2,2,2963,903
se,4750,313376,37331,38227,2,1,2021.08.05 13:10,2021.08.23,2,2,2501,625
da,5111,313377,36320,36320,4,1,2021.08.05 13:11,2021.08.11,4,3,2502,0
se,6761,22086,35335,38481,2,1,2021.08.05 13:11,2021.08.17,2,2,756,625
se,6566,296516,38090,38167,3,1,2021.08.05 13:11,2021.08.14,2,2,4066,1037
de,2995,313378,35558,37354,3,1,2021.08.05 13:12,2021.08.08,2,2,2643,1034
se,846,313379,38058,38058,2,1,2021.08.05 13:13,2021.08.10,5,2,4225,625
no,6851,313380,37189,37189,2,1,2021.08.05 13:14,2021.08.13,2,2,3537,0
da,5215,313381,37945,37945,3,1,2021.08.05 13:14,2021.08.16,2,2,2556,561
se,6761,313382,38439,38482,2,1,2021.08.05 13:15,2021.08.19,2,2,4725,1086
no,4923,313380,35876,35876,2,1,2021.08.05 13:16,2021.08.17,2,2,2171,0
no,7473,313380,37906,37906,2,1,2021.08.05 13:16,2021.08.19,2,2,904,0
se,1571,313385,36250,38208,2,1,2021.08.05 13:18,2021.08.18,2,2,2681,1086
da,996,311806,36625,36625,3,2,2021.08.05 13:19,2021.08.17,2,2,3783,519
da,1665,1856,37737,37737,2,1,2021.08.05 13:19,2021.08.17,2,2,3404,0
da,1140,14359,37494,37698,3,1,2021.08.05 13:19,2021.08.09,2,2,4851,1245
de,5482,313282,33576,37863,2,2,2021.08.05 13:20,2021.08.28,2,2,2058,232
da,2076,298522,36662,38483,3,2,2021.08.05 13:20,2021.08.10,4,2,3276,0
da,7665,313386,34895,37253,3,1,2021.08.05 13:21,2021.08.06,2,2,2444,0
no,4662,291513,36019,36019,3,1,2021.08.05 13:22,2021.08.01,3,3,3860,907
se,2112,313387,37034,38428,3,1,2021.08.05 13:22,2021.08.08,2,2,3157,307
se,4893,313387,38435,38435,3,1,2021.08.05 13:22,2021.08.18,4,4,2904,1086
se,1394,181617,38463,38464,2,1,2021.08.05 13:23,2021.08.21,2,2,1696,905
de,7690,313388,35070,35340,2,1,2021.08.05 13:23,2021.08.18,2,2,4283,0
da,1374,307922,36258,36258,1,1,2021.08.05 13:24,2021.11.28,7,7,3308,145
se,6514,243790,38323,38323,3,1,2021.08.05 13:26,2021.08.19,2,2,3133,905
da,3512,312633,37547,38501,3,2,2021.08.05 13:26,2021.08.16,3,2,4954,561
se,4630,313389,36730,36730,2,1,2021.08.05 13:26,2021.08.06,2,2,4008,891
da,3029,313390,36847,36847,1,1,2021.08.05 13:26,2021.08.11,2,2,1631,519
se,6828,313391,35626,35885,2,1,2021.08.05 13:27,2021.08.02,2,2,1848,1114
da,1388,313392,36278,36278,1,1,2021.08.05 13:28,2021.08.06,2,2,3274,519
da,3941,313393,38474,38474,4,1,2021.08.05 13:28,2021.08.16,2,2,2544,761
da,968,297469,38082,38100,2,1,2021.08.05 13:30,2021.08.21,2,2,3700,1099
da,830,313394,35903,36832,2,1,2021.08.05 13:31,2021.09.27,2,2,1601,0
da,2464,313397,38478,38478,4,1,2021.08.05 13:32,2021.08.09,3,3,2046,519
se,3950,5203,35788,38270,2,1,2021.08.05 13:33,2021.08.29,2,2,829,1086
de,6053,313399,37472,37472,5,1,2021.08.05 13:33,2021.11.01,2,2,798,1354
da,4420,313401,37195,37198,2,1,2021.08.05 13:34,2021.08.15,2,2,4303,901
da,4148,311819,35297,35833,2,2,2021.08.05 13:35,2021.12.10,8,8,4704,561
da,893,36302,36172,38080,1,1,2021.08.05 13:35,2021.08.12,2,2,1230,0
se,4016,12360,37421,37495,3,1,2021.08.05 13:36,2021.10.07,4,4,3888,1086
da,647,313403,37388,37388,2,1,2021.08.05 13:37,2021.08.12,2,2,3555,519
da,5215,10396,37945,37945,2,2,2021.08.05 13:38,2021.08.23,2,2,2876,1313
da,492,27971,37638,37795,3,1,2021.08.05 13:38,2021.08.19,2,2,4205,901
no,1577,310460,37349,37349,2,3,2021.08.05 13:39,2021.08.08,4,4,3611,1031
da,1191,180374,38353,38362,2,1,2021.08.05 13:39,2021.08.19,2,2,4689,519
da,2771,313406,35420,37323,2,1,2021.08.05 13:40,2021.08.27,2,2,3170,901
se,4893,313407,38435,38435,3,1,2021.08.05 13:40,2021.08.20,2,2,948,905
da,830,313408,35903,36832,2,1,2021.08.05 13:40,2021.08.08,3,3,965,519
da,647,313401,37388,37388,2,1,2021.08.05 13:40,2021.08.17,2,2,4040,901
da,1200,312843,36195,36195,3,1,2021.08.05 13:41,2021.08.29,2,2,4763,519
da,830,306372,35903,36832,2,2,2021.08.05 13:41,2021.09.14,3,3,1260,319
da,3873,190605,36861,36861,2,1,2021.08.05 13:42,2021.08.26,2,2,1318,0
se,1394,313409,38463,38464,2,1,2021.08.05 13:43,2021.08.28,4,4,2511,0
no,4475,313410,36328,36328,4,1,2021.08.05 13:43,2021.08.27,2,2,582,0
no,8018,265673,37478,37478,2,1,2021.08.05 13:46,2021.08.14,2,2,545,770
da,1072,313411,36704,38499,2,1,2021.08.05 13:46,2021.08.06,3,2,1575,0
se,4750,313412,37331,38227,2,1,2021.08.05 13:46,2021.08.10,6,6,2662,385
da,648,313413,37391,38414,2,1,2021.08.05 13:47,2021.08.22,2,2,3668,561
se,3415,301597,38437,38437,2,1,2021.08.05 13:47,2021.08.16,4,4,4505,385
se,6736,85661,30595,34996,2,1,2021.08.05 13:49,2021.08.11,2,2,2088,625
de,6458,313415,36162,36162,3,1,2021.08.05 13:51,2021.08.14,2,2,3994,436
da,1474,313400,38369,38397,2,2,2021.08.05 13:55,2021.08.08,2,2,914,0
no,4953,20960,37344,37344,3,1,2021.08.05 13:56,2021.08.09,2,2,2827,0
se,846,313371,36219,38060,2,2,2021.08.05 13:56,2021.08.23,2,2,1255,1086
se,995,9059,36601,36601,2,1,2021.08.05 13:58,2021.08.09,2,2,3181,307
se,884,9059,35385,38134,3,1,2021.08.05 13:58,2021.08.11,2,2,3967,307
se,2995,9059,35558,37354,2,1,2021.08.05 13:58,2021.08.14,2,2,4993,307
se,1215,9059,36307,36307,2,1,2021.08.05 13:58,2021.08.16,2,2,3799,307
de,499,313418,37845,37845,3,1,2021.08.05 13:59,2021.08.21,2,2,3253,436
da,3260,195495,35892,35985,2,2,2021.08.05 14:02,2021.08.10,2,2,2220,519
se,1930,223709,35151,38485,3,1,2021.08.05 14:02,2021.08.08,2,2,4929,0
se,846,271299,38058,38058,2,1,2021.08.05 14:03,2021.08.04,2,2,2200,891
se,3275,313420,35573,37401,2,1,2021.08.05 14:03,2021.08.20,2,2,4588,385
no,2921,310582,36151,36151,2,1,2021.08.05 14:04,2021.08.31,2,2,4736,1185
se,1275,152894,38468,38468,3,2,2021.08.05 14:07,2021.08.06,2,2,2229,1037
da,505,98879,36029,36609,3,1,2021.08.05 14:07,2021.08.03,2,2,2514,901
de,952,313422,33784,33784,3,1,2021.08.05 14:09,2021.08.12,2,2,3785,0
da,647,313421,37388,37388,2,1,2021.08.05 14:09,2021.08.28,2,2,2041,1099
de,509,313423,37983,37983,3,1,2021.08.05 14:11,2021.08.26,3,3,1787,0
da,505,313424,36029,36609,2,1,2021.08.05 14:11,2021.08.02,2,2,3399,1103
da,501,100448,36548,36548,2,1,2021.08.05 14:14,2021.08.12,2,2,2599,0
da,5437,244593,38349,38484,2,1,2021.08.05 14:14,2021.08.15,2,2,4040,47
se,595,306371,36137,37804,2,2,2021.08.05 14:14,2021.08.05,3,2,4750,625
da,301,313427,36117,38434,2,1,2021.08.05 14:14,2021.08.23,2,2,2941,672
da,995,210033,36601,36601,2,1,2021.08.05 14:16,2021.08.09,2,2,1842,903
da,5537,313428,34717,34717,3,1,2021.08.05 14:17,2021.08.15,2,2,3797,1100
da,4854,100448,38480,38480,2,1,2021.08.05 14:17,2021.08.16,2,2,1209,0
da,884,313427,35385,38134,2,1,2021.08.05 14:18,2021.08.25,2,2,4666,672
se,4535,217245,37986,38238,2,1,2021.08.05 14:18,2021.08.18,2,2,2843,1086
se,4535,217245,37986,38238,2,1,2021.08.05 14:18,2021.08.18,2,2,3218,1086
de,5482,313429,33576,37863,3,1,2021.08.05 14:18,2021.09.23,3,3,761,626
se,5062,313431,36626,36651,3,1,2021.08.05 14:21,2021.08.18,2,2,4170,1114
no,6729,313432,37555,38128,2,1,2021.08.05 14:21,2021.08.21,2,2,3817,0
se,6828,170533,35626,35885,2,1,2021.08.05 14:25,2021.08.02,4,4,3881,625
se,6761,312755,38439,38482,3,2,2021.08.05 14:27,2021.08.26,2,2,4040,720
de,4124,313435,37063,37063,2,1,2021.08.05 14:27,2021.08.24,2,2,3396,897
da,1665,313436,37737,37737,2,1,2021.08.05 14:27,2021.08.15,2,2,2948,1029
da,5988,156456,35368,37255,2,1,2021.08.05 14:27,2021.08.13,2,2,590,561
de,5870,313437,37165,37165,2,1,2021.08.05 14:29,2021.09.13,2,2,3774,1258
se,6761,313438,35335,38481,2,1,2021.08.05 14:30,2021.09.09,4,4,2414,906
da,1374,313439,37641,37767,2,1,2021.08.05 14:30,2021.08.23,2,2,2414,761
da,7934,311962,37872,37872,2,2,2021.08.05 14:32,2021.08.20,2,2,2795,0
da,1688,214,36309,36309,2,1,2021.08.05 14:33,2021.09.06,2,2,1696,1029
da,2914,313440,38016,38044,2,1,2021.08.05 14:33,2021.08.13,2,2,1761,0
de,1072,297169,36113,38486,2,1,2021.08.05 14:33,2021.09.10,2,2,3997,1131
da,1474,313441,38369,38397,3,1,2021.08.05 14:33,2021.08.12,2,2,4894,0
se,2125,181214,36678,37032,3,2,2021.08.05 14:34,2021.08.06,2,2,951,625
da,6950,158423,36621,38150,3,1,2021.08.05 14:34,2021.08.16,3,3,904,145
se,2112,147020,37034,38428,2,4,2021.08.05 14:34,2021.08.30,2,2,3388,906
da,884,151569,35385,38134,4,2,2021.08.05 14:35,2021.08.16,4,4,3854,1099
se,2125,313202,36678,37032,2,2,2021.08.05 14:36,2021.08.06,2,2,3119,625
no,7646,313442,35291,35291,2,1,2021.08.05 14:36,2021.08.20,2,2,3388,0
se,3636,226772,36169,36736,2,2,2021.08.05 14:37,2021.08.08,2,2,2204,625
de,4124,313443,37063,37063,2,1,2021.08.05 14:37,2021.08.20,2,2,1866,1132
de,955,313444,36098,37442,3,1,2021.08.05 14:37,2021.08.16,2,2,1694,626
da,492,313445,35003,35369,4,1,2021.08.05 14:39,2021.08.06,2,2,3859,519
da,968,63038,38082,38100,3,1,2021.08.05 14:39,2021.08.09,2,2,3271,0
da,1688,313446,36309,36309,2,1,2021.08.05 14:39,2021.09.12,2,2,4879,1029
se,4750,313447,37331,38227,2,1,2021.08.05 14:39,2021.09.03,2,2,4541,1114
da,1930,313448,35151,38485,2,1,2021.08.05 14:40,2021.08.15,2,2,886,0
se,3346,11793,36708,36708,2,1,2021.08.05 14:40,2021.08.09,2,2,3582,905
da,1072,311712,36704,38499,3,3,2021.08.05 14:42,2021.08.07,6,4,4317,0
da,6088,161103,36698,36698,3,2,2021.08.05 14:43,2021.08.16,3,3,784,0
da,2681,230642,36245,36245,2,1,2021.08.05 14:43,2021.09.03,2,2,3311,561
da,2673,313449,37984,38489,2,1,2021.08.05 14:43,2021.08.26,4,4,2511,0
da,1505,164129,36282,37780,2,1,2021.08.05 14:44,2021.08.22,2,2,2517,0
da,1474,164129,38369,38397,2,1,2021.08.05 14:44,2021.08.24,2,2,2611,0
da,7875,220851,37959,37959,7,1,2021.08.05 14:45,2021.08.09,2,2,3479,519
da,5588,181553,36695,37932,2,1,2021.08.05 14:45,2021.08.05,2,2,3816,561
da,1031,313450,36173,38099,2,1,2021.08.05 14:48,2021.08.08,3,2,4540,1331
da,1474,313451,38369,38397,2,1,2021.08.05 14:48,2021.08.15,4,2,4367,0
da,645,31039,37390,37390,2,1,2021.08.05 14:48,2021.08.12,2,2,2029,901
da,2680,312294,36342,38491,3,3,2021.08.05 14:50,2021.09.21,2,2,3383,0
de,8246,313452,37476,37703,5,1,2021.08.05 14:51,2021.08.02,2,2,1889,626
se,1394,289288,36768,36768,2,1,2021.08.05 14:51,2021.11.26,2,2,4829,625
da,645,31039,37390,37390,2,1,2021.08.05 14:52,2021.08.14,2,2,2264,901
da,505,313453,36029,36609,2,1,2021.08.05 14:53,2021.08.25,3,3,3098,0
da,1557,159668,36679,36700,5,1,2021.08.05 14:54,2021.08.12,2,2,832,0
da,1042,23655,35175,35175,4,1,2021.08.05 14:55,2021.08.27,2,2,3666,0
da,5437,301565,38349,38484,2,3,2021.08.05 14:55,2021.08.10,2,2,4030,903
de,7890,313454,36416,36428,3,1,2021.08.05 14:57,2021.09.23,3,3,4061,1333
da,952,159668,33784,33784,3,1,2021.08.05 14:57,2021.08.17,2,2,3366,0
da,1042,23655,35175,35175,4,1,2021.08.05 14:59,2021.08.27,4,2,2413,0
da,505,313455,36029,36609,3,1,2021.08.05 15:02,2021.08.06,2,2,721,0
se,6346,156729,36873,38175,2,1,2021.08.05 15:03,2021.08.08,2,2,608,1111
se,7427,313456,36657,36657,2,1,2021.08.05 15:04,2021.08.14,2,2,3045,625
da,3588,283069,37668,37668,3,1,2021.08.05 15:06,2021.08.07,2,2,4350,1029
da,4637,312799,38418,38456,2,3,2021.08.05 15:08,2021.08.12,2,2,2822,561
da,1717,257554,36025,37880,3,1,2021.08.05 15:08,2021.08.03,2,2,4379,672
se,1394,313459,38463,38464,2,1,2021.08.05 15:09,2021.08.16,4,4,2541,1113
se,846,210877,38466,38472,2,1,2021.08.05 15:10,2021.08.10,2,2,1556,1086
se,6828,312227,35626,35885,2,2,2021.08.05 15:13,2021.08.29,3,2,971,0
de,6864,313460,36857,36857,4,1,2021.08.05 15:13,2021.08.12,4,2,4429,1034
no,4662,313414,36019,38506,3,3,2021.08.05 15:14,2021.08.19,3,2,4400,1031
se,6511,313462,35645,36849,2,1,2021.08.05 15:17,2021.08.08,2,2,3218,1037
da,1474,132673,38369,38397,2,1,2021.08.05 15:19,2021.08.25,2,2,4279,70
da,3354,313463,35727,35727,4,1,2021.08.05 15:20,2021.08.12,3,3,2570,0
se,3950,313464,35788,38270,3,1,2021.08.05 15:21,2021.08.10,2,2,910,0
da,1429,313465,36048,38206,4,1,2021.08.05 15:21,2021.08.19,3,3,757,519
da,610,313466,37133,38172,2,1,2021.08.05 15:24,2021.08.14,2,2,684,672
da,1191,313467,38353,38362,2,1,2021.08.05 15:25,2021.08.12,2,2,2450,519
se,4630,151893,36730,36730,3,2,2021.08.05 15:25,2021.08.04,2,2,1822,891
da,3250,313466,36715,37848,2,1,2021.08.05 15:25,2021.08.16,2,2,3079,672
da,505,313468,36029,36609,2,1,2021.08.05 15:27,2021.08.15,3,2,3168,0
se,6761,116551,38439,38482,2,1,2021.08.05 15:28,2021.08.19,5,4,4406,0
se,1293,313469,37026,38199,2,1,2021.08.05 15:29,2021.08.19,2,2,1805,1037
da,492,38928,37638,37795,4,3,2021.08.05 15:29,2021.08.17,3,2,4628,561
da,1627,294747,37664,37664,2,1,2021.08.05 15:30,2021.08.02,2,2,4762,761
de,1072,313470,36774,38505,5,1,2021.08.05 15:30,2021.08.18,5,4,1926,1034
da,1215,12312,36307,36307,4,1,2021.08.05 15:31,2021.08.15,2,2,1448,1099
da,3840,128881,35770,36052,2,1,2021.08.05 15:34,2021.09.26,6,6,3892,561
da,647,183135,37388,37388,2,1,2021.08.05 15:34,2021.08.02,6,4,2030,0
se,1571,313471,36250,38208,4,1,2021.08.05 15:37,2021.09.13,2,2,4612,1086
da,1930,188502,35151,38485,2,1,2021.08.05 15:38,2021.09.12,2,2,3912,0
da,2862,188502,36844,36844,3,1,2021.08.05 15:38,2021.09.14,2,2,2053,0
de,6053,313472,37410,37465,2,1,2021.08.05 15:38,2021.09.13,4,4,1025,1259
se,3636,313473,36169,36736,2,1,2021.08.05 15:39,2021.08.01,2,2,2108,905
da,314,146921,36842,36842,2,1,2021.08.05 15:40,2021.08.15,2,2,4964,519
se,6828,313474,35626,35885,2,1,2021.08.05 15:40,2021.08.02,4,4,1287,1086
da,3854,313475,36279,36592,2,1,2021.08.05 15:40,2021.08.09,2,2,1976,1100
de,5788,313476,25296,25296,5,1,2021.08.05 15:41,2021.09.13,2,2,4159,1131
se,2773,313425,36246,38234,2,1,2021.08.05 15:41,2021.08.28,2,2,3964,905
da,645,313477,37390,37390,2,1,2021.08.05 15:42,2021.08.14,2,2,1009,519
de,7690,313478,35070,35340,3,1,2021.08.05 15:42,2021.08.31,2,2,993,436
se,5710,205535,38066,38132,3,1,2021.08.05 15:42,2021.08.12,2,2,1231,0
da,1834,300230,35423,35423,3,1,2021.08.05 15:43,2021.08.24,4,4,3437,519
se,4758,313479,36543,36543,1,1,2021.08.05 15:44,2021.08.18,2,2,4096,1037
da,3569,267399,36726,37251,2,1,2021.08.05 15:45,2021.08.22,2,2,752,0
de,7825,313480,36723,38462,5,1,2021.08.05 15:46,2021.08.08,2,2,4547,0
no,4662,313481,36019,38506,2,1,2021.08.05 15:46,2021.08.18,1,1,3634,1185
da,1474,313482,38369,38397,2,1,2021.08.05 15:46,2021.08.12,2,2,1027,1245
da,1031,170973,36173,38099,2,1,2021.08.05 15:48,2021.09.20,2,2,1869,901
da,2571,313484,36636,36636,2,1,2021.08.05 15:48,2021.11.07,2,2,1228,0
da,1474,313483,38369,38397,2,1,2021.08.05 15:48,2021.08.13,2,2,560,561
se,5710,272001,38066,38132,3,2,2021.08.05 15:49,2021.08.07,2,2,2639,905
se,1377,307278,36205,37300,2,1,2021.08.05 15:50,2021.08.09,2,2,4422,307
da,3643,311577,8819,35486,2,1,2021.08.05 15:50,2021.08.22,7,4,1150,0
da,1031,313485,36173,38099,2,1,2021.08.05 15:52,2021.09.20,2,2,708,901
de,7230,313486,36434,36434,2,1,2021.08.05 15:54,2021.08.23,2,2,4840,1132
se,5062,313487,36626,36651,2,1,2021.08.05 15:56,2021.08.09,4,4,1248,0
da,2673,313488,37984,38489,2,1,2021.08.05 15:56,2021.08.08,2,2,4702,0
se,846,306089,38466,38472,2,2,2021.08.05 15:56,2021.08.05,3,2,4460,1037
da,301,170973,36117,38434,2,1,2021.08.05 15:58,2021.09.22,2,2,3384,903
da,1457,303053,35635,35635,6,1,2021.08.05 15:59,2021.08.15,3,2,818,519
se,6958,191180,35341,38148,2,1,2021.08.05 16:00,2021.08.15,2,2,3558,720
se,7549,313489,37021,37021,2,1,2021.08.05 16:00,2021.08.12,2,2,4817,307
da,3552,21765,36197,37957,3,1,2021.08.05 16:00,2021.08.08,2,2,600,561
da,5215,313490,37945,37945,2,1,2021.08.05 16:00,2021.08.02,2,2,3520,0
da,301,313485,36117,38434,2,1,2021.08.05 16:01,2021.09.22,2,2,2972,903
da,1120,12428,37377,37738,2,1,2021.08.05 16:04,2021.08.09,2,2,2025,561
se,1222,313492,33874,35927,2,1,2021.08.05 16:05,2021.08.06,2,2,2441,891
da,2150,313080,38430,38430,4,2,2021.08.05 16:06,2021.08.30,2,2,4617,0
da,1191,225968,38353,38362,2,1,2021.08.05 16:06,2021.08.10,2,2,1976,561
da,3029,280510,36846,36846,2,1,2021.08.05 16:07,2021.08.19,4,4,1072,0
da,1474,130550,38369,38397,2,2,2021.08.05 16:08,2021.08.11,2,2,4303,672
da,1388,313495,36278,36278,3,1,2021.08.05 16:10,2021.08.15,2,2,2416,519
se,1571,313496,36250,38208,3,1,2021.08.05 16:10,2021.08.23,2,2,1129,1086
da,884,313497,35385,38134,1,1,2021.08.05 16:11,2021.08.03,3,3,2269,0
se,4893,226186,38435,38435,3,1,2021.08.05 16:12,2021.08.15,2,2,2861,905
no,3977,313315,36273,36273,2,2,2021.08.05 16:13,2021.08.06,4,2,2346,1030
da,1072,313076,36704,38499,3,2,2021.08.05 16:14,2021.08.12,6,4,983,561
da,2639,313498,36112,36112,2,1,2021.08.05 16:14,2021.08.25,4,4,2673,1029
de,843,313500,36139,37917,2,1,2021.08.05 16:17,2021.08.17,2,2,2696,1258
da,8313,260496,38013,38013,3,1,2021.08.05 16:17,2021.08.19,2,2,1489,0
da,8313,260496,38013,38013,3,1,2021.08.05 16:17,2021.08.22,2,2,4343,0
da,2463,312351,36458,37717,2,2,2021.08.05 16:18,2021.08.13,2,2,2008,902
de,2813,313501,36426,36426,2,1,2021.08.05 16:19,2021.08.30,2,2,647,1034
da,893,21765,36172,38080,3,1,2021.08.05 16:20,2021.08.02,2,2,4192,561
no,3052,185684,36423,37445,2,1,2021.08.05 16:20,2021.08.26,2,2,4970,0
da,648,256019,37391,38414,2,1,2021.08.05 16:21,2021.08.10,2,2,1842,901
da,1072,285006,36704,38499,3,1,2021.08.05 16:22,2021.08.19,2,2,2636,1029
da,3649,54048,33865,37522,2,1,2021.08.05 16:25,2021.08.24,2,2,1518,1029
da,1072,6359,36704,38499,2,1,2021.08.05 16:26,2021.08.23,2,2,1943,903
da,5437,165032,38349,38484,2,3,2021.08.05 16:27,2021.08.23,2,2,3005,881
no,7473,313503,37906,37906,2,1,2021.08.05 16:28,2021.08.13,2,2,4750,651
da,3226,10907,36332,37924,2,2,2021.08.05 16:31,2021.08.03,2,2,4351,0
da,3128,231514,37922,37922,4,2,2021.08.05 16:32,2021.08.25,2,2,571,902
da,3643,138984,8819,35486,2,2,2021.08.05 16:33,2021.08.29,4,4,681,761
se,2150,272819,38430,38430,4,1,2021.08.05 16:34,2021.08.18,2,2,3579,891
se,2773,313504,36249,38235,2,1,2021.08.05 16:35,2021.08.10,2,2,4217,307
da,1200,313505,37632,38093,2,1,2021.08.05 16:37,2021.08.07,2,2,1876,519
da,7934,313506,37872,37872,2,1,2021.08.05 16:38,2021.08.02,3,3,909,0
da,1187,88049,37951,37954,2,1,2021.08.05 16:39,2021.08.13,2,2,4825,1029
se,1293,313507,37026,38199,2,1,2021.08.05 16:39,2021.08.12,5,4,3883,385
da,645,313508,37390,37390,2,1,2021.08.05 16:40,2021.08.28,2,2,3335,519
da,1474,313348,38369,38397,2,2,2021.08.05 16:41,2021.08.08,2,2,515,1099
da,1222,313509,33874,35927,3,1,2021.08.05 16:41,2021.08.23,2,2,2303,519
da,1374,294665,37641,37767,2,2,2021.08.05 16:42,2021.08.23,2,2,2003,1331
da,4274,233298,38036,38036,3,1,2021.08.05 16:43,2021.08.27,2,2,1763,519
se,1964,292135,35391,35397,3,1,2021.08.05 16:44,2021.08.14,2,2,4841,1351
se,6514,313510,38323,38323,3,1,2021.08.05 16:44,2021.08.16,6,6,2466,1086
se,1571,284892,36250,38208,2,2,2021.08.05 16:45,2021.09.08,4,4,4512,1086
se,4630,218420,36730,36730,2,2,2021.08.05 16:46,2021.08.04,2,2,1395,625
da,1627,179026,37664,37664,4,1,2021.08.05 16:46,2021.08.08,2,2,3795,903
da,301,313511,36117,38434,2,1,2021.08.05 16:47,2021.08.07,3,3,3236,902
da,1031,313512,36173,38099,2,1,2021.08.05 16:50,2021.08.22,2,2,4390,0
da,1688,313513,36309,36309,2,1,2021.08.05 16:50,2021.09.05,7,7,1951,1029
da,8030,313514,37447,37447,4,1,2021.08.05 16:51,2021.08.21,2,2,1041,0
da,4420,313515,37194,37197,2,1,2021.08.05 16:52,2021.08.13,2,2,631,519
da,505,29592,36029,36609,2,1,2021.08.05 16:52,2021.08.11,2,2,1025,519
