booking_id,site,hotel_id,customer_id,package_id,package_revision_id,nights,revision_number,booked_at,arrival_on,pax,pax_adult,revenue_dkk,discount_code_id
1177,se,6828,304565,35626,35885,2,1,2021.08.27 12:46,2021.09.26,2,2,3802,1111
1183,da,3619,245580,36208,36208,2,1,2021.08.27 13:01,2021.09.30,2,2,4014,1029
1189,da,1109,10674,35798,36522,2,1,2021.08.27 13:11,2021.09.26,2,2,2632,903
1195,de,958,320504,37982,38367,3,1,2021.08.27 13:20,2021.09.30,2,2,1856,1034
1201,se,645,168192,37390,37390,2,1,2021.08.27 13:25,2021.09.13,4,4,3265,0
1207,se,2905,314273,37443,38237,2,1,2021.08.27 13:36,2021.09.16,2,2,3003,1086
1213,se,893,320609,36172,38080,3,1,2021.08.27 13:53,2021.09.26,4,4,3581,0
1219,de,3776,320612,37430,37430,2,1,2021.08.27 14:00,2021.09.27,2,2,3746,1328
1225,se,846,320613,36219,38060,2,1,2021.08.27 14:08,2021.09.03,2,2,1861,1086
1231,se,4016,309076,37419,37765,2,3,2021.08.27 14:18,2021.09.29,4,4,4424,1037
1237,da,3588,320509,37668,37668,2,2,2021.08.27 14:23,2021.09.29,2,2,1011,561
1243,se,6587,279698,37380,37380,2,1,2021.08.27 14:32,2021.09.01,2,2,1997,0
1249,se,6761,65030,35335,38481,2,1,2021.08.27 14:42,2021.09.18,2,2,4351,1086
1255,da,3712,27903,36520,37051,2,1,2021.08.27 14:47,2021.09.29,2,2,3953,0
1261,de,4221,320285,36605,36605,3,2,2021.08.27 15:00,2021.09.13,2,2,3318,0
1267,da,492,320633,37638,37795,3,1,2021.08.27 15:13,2021.09.31,3,3,2370,519
1273,da,7520,101207,38613,38613,2,1,2021.08.27 15:18,2021.09.28,2,2,887,1029
1279,da,7662,143464,34992,37280,2,1,2021.08.27 15:27,2021.09.06,2,2,661,0
1285,da,647,320641,37388,37388,2,1,2021.08.27 15:38,2021.09.19,2,2,2316,1029
1291,se,6483,13856,37859,38519,2,2,2021.08.27 15:50,2021.09.18,3,3,4560,1086
1297,se,846,320646,38713,38713,2,1,2021.08.27 16:01,2021.09.04,5,4,4685,1037
1303,se,3275,320648,35572,35572,2,1,2021.08.27 16:11,2021.10.15,2,2,2307,1037
1309,da,2914,320653,38016,38044,2,1,2021.08.27 16:24,2021.09.30,2,2,1192,0
1315,de,4215,320656,36338,36338,4,1,2021.08.27 16:33,2021.09.01,2,2,1517,0
1321,da,1071,320658,38356,38356,2,1,2021.08.27 16:40,2021.09.29,2,2,2647,0
1327,da,917,201014,36505,36507,7,2,2021.08.27 16:43,2021.09.09,4,4,3989,561
1333,da,3802,242771,36276,37565,3,1,2021.08.27 16:54,2021.10.03,6,6,2708,519
1339,da,311,320669,36115,36115,2,1,2021.08.27 16:59,2021.09.06,2,2,1978,519
1345,da,1187,122020,36331,36331,4,1,2021.08.27 17:09,2021.09.23,2,2,2968,1099
1351,da,1718,320675,36854,38678,3,1,2021.08.27 17:15,2021.09.30,2,2,1862,519
1357,da,311,320678,36115,36115,2,1,2021.08.27 17:36,2021.09.09,2,2,2262,0
1363,no,8506,183507,38062,38062,3,1,2021.08.27 17:43,2021.09.09,2,2,1659,1031
1369,se,1662,253753,33919,37587,2,1,2021.08.27 17:50,2021.09.15,2,2,4320,1037
1375,da,3894,320686,34064,38404,2,1,2021.08.27 17:56,2021.09.10,2,2,1028,1331
1381,da,1256,70959,34866,34869,3,1,2021.08.27 18:10,2021.09.03,2,2,4161,561
1387,da,3894,1212,34064,38404,2,1,2021.08.27 18:20,2021.09.30,2,2,2237,901
1393,se,3467,320699,35508,37359,2,1,2021.08.27 18:39,2021.09.29,2,2,1590,1351
1399,no,4938,320700,38050,38050,2,1,2021.08.27 18:55,2021.09.03,2,2,3320,1121
1405,se,3440,320704,37416,37417,2,1,2021.08.27 19:05,2021.09.28,2,2,3857,905
1411,da,1171,320709,38737,38737,3,1,2021.08.27 19:23,2021.09.16,2,2,2484,561
1417,se,1429,320702,36048,38206,2,1,2021.08.27 19:28,2021.09.23,2,2,3341,1114
1423,se,3345,285132,37005,37005,2,1,2021.08.27 19:43,2021.09.29,3,2,2576,1037
1429,se,3950,317045,35788,38270,2,1,2021.08.27 19:57,2021.09.17,2,2,1355,1037
1435,da,7730,320721,36083,37937,3,1,2021.08.27 20:08,2021.09.03,3,2,1575,519
1441,no,1617,320726,38559,38559,2,1,2021.08.27 20:15,2021.09.01,2,2,958,1030
1447,da,1031,320729,36173,38099,1,1,2021.08.27 20:25,2021.09.11,2,2,1656,1313
1453,de,7844,320735,38359,38359,7,1,2021.08.27 20:32,2021.09.02,2,2,4372,436
1459,da,3061,182287,36798,37362,2,1,2021.08.27 20:41,2021.09.04,2,2,1662,903
1465,da,3894,223638,34064,38404,2,1,2021.08.27 20:52,2021.09.01,2,2,729,519
1471,da,3588,11789,37668,37668,2,1,2021.08.27 21:09,2021.09.29,2,2,3493,0
1477,de,509,290449,38322,38322,3,1,2021.08.27 21:32,2021.11.04,2,2,3690,1034
1483,da,5582,320753,38526,38755,2,1,2021.08.27 21:48,2021.09.09,2,2,1302,561
1489,da,3588,320762,37668,37668,2,1,2021.08.27 22:21,2021.09.29,2,2,2330,1103
1495,de,7699,320768,35090,35090,5,1,2021.08.27 23:13,2021.09.12,2,2,4331,1135
1501,de,4728,320777,34982,38334,4,1,2021.08.28 7:00,2021.09.11,2,2,4451,1034
1507,da,2995,320780,35558,37354,3,1,2021.08.28 8:25,2021.09.06,2,2,3320,519
1513,da,505,312821,36029,36609,2,1,2021.08.28 8:55,2021.09.16,2,2,742,561
1519,se,4611,276689,37044,38233,3,2,2021.08.28 9:06,2021.09.27,2,2,4738,906
1525,da,314,16542,36842,38604,3,1,2021.08.28 9:21,2021.09.10,2,2,3782,561
1531,se,846,320732,38713,38713,2,2,2021.08.28 9:27,2021.09.03,2,2,4987,904
1537,da,6363,320788,36322,36322,5,1,2021.08.28 9:32,2021.09.29,2,2,3146,519
1543,no,8018,320790,37478,37478,2,1,2021.08.28 9:40,2021.09.03,2,2,4973,0
1549,se,2773,282011,36246,38234,2,1,2021.08.28 9:48,2021.09.16,2,2,4265,1037
1555,da,5582,320796,38708,38756,2,1,2021.08.28 10:01,2021.09.03,2,2,3153,902
1561,da,314,237208,38612,38612,3,1,2021.08.28 10:15,2021.09.24,2,2,4758,902
1567,da,6941,50089,36103,36103,2,1,2021.08.28 10:23,2021.09.11,2,2,662,901
1573,da,3643,242802,8819,35486,2,1,2021.08.28 10:29,2021.09.30,4,2,3838,902
1579,da,650,320804,37656,38497,2,1,2021.08.28 10:40,2021.09.29,2,2,1506,519
1585,da,3730,320774,35968,35986,3,2,2021.08.28 10:45,2021.09.29,2,2,4246,0
1591,da,1717,234581,36025,37880,2,1,2021.08.28 10:56,2021.09.31,2,2,2442,561
1597,da,1109,245780,35798,36522,1,1,2021.08.28 11:00,2021.09.31,1,1,3983,1029
1603,da,5441,320817,37838,37838,2,1,2021.08.28 11:07,2021.09.01,2,2,1150,116
1609,da,830,320324,35903,38556,2,2,2021.08.28 11:11,2021.09.14,2,2,814,0
1615,se,6828,320822,35626,35885,2,1,2021.08.28 11:15,2021.09.17,2,2,3691,906
1621,se,846,320824,36219,38060,2,1,2021.08.28 11:21,2021.09.08,6,6,785,1086
1627,se,3341,318774,35825,35825,2,2,2021.08.28 11:25,2021.09.02,4,4,504,307
1633,da,830,135220,35903,38556,4,1,2021.08.28 11:31,2021.11.16,2,2,3931,1099
1639,de,3782,245200,35144,35144,4,1,2021.08.28 11:38,2021.10.17,2,2,2666,1033
1645,se,846,270026,38713,38713,2,1,2021.08.28 11:48,2021.09.06,2,2,2861,1110
1651,da,1743,223177,36107,36107,7,2,2021.08.28 12:02,2021.09.03,2,2,1979,0
1657,da,1191,65065,38353,38628,2,3,2021.08.28 12:15,2021.09.29,2,2,955,0
1663,da,1200,320846,36195,36195,2,1,2021.08.28 12:22,2021.10.27,6,6,779,1029
1669,da,314,156606,38612,38612,3,1,2021.08.28 12:36,2021.09.10,2,2,3854,902
1675,da,830,156606,35903,38556,2,1,2021.08.28 12:50,2021.09.15,2,2,3726,902
1681,se,1293,320859,37026,38199,2,1,2021.08.28 12:57,2021.09.01,2,2,996,1111
1687,da,314,241762,38612,38612,3,1,2021.08.28 13:05,2021.09.29,1,1,4269,902
1693,no,3874,320864,36717,36717,2,1,2021.08.28 13:14,2021.09.29,4,2,3041,1126
1699,da,6511,320867,35645,36849,2,1,2021.08.28 13:20,2021.09.02,2,2,1947,561
1705,da,5670,246077,37634,37634,2,1,2021.08.28 13:27,2021.09.02,2,2,4854,561
1711,da,3804,320875,36814,37295,2,1,2021.08.28 13:35,2021.09.20,2,2,4194,133
1717,se,4378,195530,38075,38247,3,1,2021.08.28 13:45,2021.09.25,2,2,2136,891
1723,da,311,320880,36115,36115,2,1,2021.08.28 13:57,2021.09.01,2,2,4375,319
1729,se,6664,275632,35089,38159,2,1,2021.08.28 14:12,2021.09.24,2,2,1499,625
1735,no,3968,180100,36620,36620,2,1,2021.08.28 14:26,2021.09.29,2,2,3895,0
1741,da,1253,214570,35918,35918,3,1,2021.08.28 14:37,2021.09.03,2,2,4994,319
1747,se,2773,18892,36246,38234,2,3,2021.08.28 14:46,2021.09.07,4,4,1697,1114
